__ID__,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
285,8.8,0.47,3.08,0.9961,180.0,47.0,0.055999999999999994,7.2,0.25,0.32,7.3
286,9.7,0.51,3.22,0.9978,190.0,51.0,0.053,15.7,0.33,0.28,6.5
287,9.0,0.48,2.98,0.9979,192.0,49.0,0.057999999999999996,14.2,0.39,0.23,7.2
288,9.0,0.48,2.98,0.9979,192.0,49.0,0.057999999999999996,14.2,0.39,0.23,7.2
289,9.0,0.48,2.98,0.9979,192.0,49.0,0.057999999999999996,14.2,0.39,0.23,7.2
290,9.0,0.48,2.98,0.9979,192.0,49.0,0.057999999999999996,14.2,0.39,0.23,7.2
291,10.5,0.46,3.52,0.9945,155.0,53.0,0.040999999999999995,5.8,0.31,0.15,5.9
292,9.1,0.44,2.96,1.0,195.0,53.0,0.066,19.8,0.42,0.28,7.4
293,9.8,0.64,3.44,0.9957,157.0,26.0,0.040999999999999995,7.3,0.22,0.28,6.2
294,8.5,0.38,3.23,0.9968,182.0,34.0,0.066,1.6,0.38,0.59,9.1
295,9.4,0.54,3.37,0.9934,175.0,34.0,0.046,1.2,0.27,0.33,6.3
296,9.4,0.57,3.09,0.9976,169.0,33.0,0.045,10.6,0.7,0.39,8.3
297,11.2,0.6,3.19,0.9932,187.0,82.0,0.040999999999999995,3.8,0.46,0.19,7.2
298,10.0,0.45,3.17,0.997,146.0,65.0,0.046,11.3,0.44,0.17,7.5
299,10.3,0.45,3.15,0.9923,122.0,27.0,0.043,2.1,0.5,0.17,6.7
300,10.8,0.67,3.27,0.9914,87.0,36.0,0.063,1.6,0.0,0.41,6.1
301,10.5,0.38,3.13,0.992,74.0,12.0,0.05,0.9,0.35,0.2,8.3
302,10.8,0.67,3.27,0.9914,87.0,36.0,0.063,1.6,0.0,0.41,6.1
303,11.1,0.43,3.32,0.9914,168.0,42.0,0.055,1.3,0.21,0.29,6.0
304,9.9,0.41,3.2,0.9949,163.0,41.0,0.057,6.8,0.24,0.41,7.3
305,9.9,0.41,3.2,0.9949,163.0,41.0,0.057,6.8,0.24,0.41,7.3
306,9.9,0.41,3.2,0.995,163.0,40.0,0.057999999999999996,6.7,0.24,0.43,7.2
307,9.9,0.41,3.2,0.995,166.0,41.0,0.057999999999999996,6.7,0.24,0.4,7.3
308,10.4,0.42,3.2,0.9927,134.0,30.0,0.036000000000000004,4.9,0.27,0.33,6.2
309,10.4,0.41,3.21,0.9928,148.0,36.0,0.037000000000000005,4.8,0.26,0.31,6.2
310,11.5,0.71,3.4,0.9917,100.0,16.0,0.035,2.1,0.27,0.36,6.1
311,12.5,0.51,3.53,0.9918,164.0,35.0,0.032,8.3,0.14,0.55,5.0
312,10.0,0.45,3.36,0.9954,149.0,37.0,0.042,3.7,0.41,0.25,7.8
313,10.0,0.63,3.29,0.9941,166.0,51.0,0.038,6.7,0.21,0.36,5.7
314,10.0,0.62,3.29,0.9941,167.0,50.0,0.04,6.6,0.21,0.34,5.8
315,9.1,0.44,3.09,0.9934,127.0,42.0,0.132,1.1,0.6,0.28,6.8
316,10.6,0.38,3.21,0.9927,134.0,34.0,0.031,4.7,0.34,0.25,6.8
317,10.5,0.37,3.19,0.9938,135.0,36.0,0.031,7.7,0.35,0.24,6.6
318,11.5,0.43,3.52,0.9933,133.0,19.0,0.03,7.85,0.47,0.3,5.9
319,10.1,0.59,3.54,0.9934,69.0,10.0,0.04,3.3,0.25,0.125,6.1
320,10.3,0.61,3.61,0.9927,65.0,15.0,0.040999999999999995,1.1,0.24,0.1,6.0
321,10.5,0.37,3.19,0.9938,135.0,36.0,0.031,7.7,0.35,0.24,6.6
322,10.6,0.38,3.21,0.9927,134.0,34.0,0.031,4.7,0.34,0.25,6.8
323,10.4,0.36,3.16,0.9946,137.0,35.0,0.031,9.3,0.44,0.28,6.8
324,11.4,0.55,3.02,0.993,207.0,11.0,0.046,2.0,0.51,0.41,8.3
325,10.5,0.59,3.18,0.9946,313.0,131.0,0.057,5.8,0.31,0.27,7.5
326,10.0,0.6,2.96,0.9976,216.0,38.0,0.04,15.15,0.41,0.26,7.9
327,10.0,0.65,3.19,0.9944,143.0,37.0,0.039,6.3,0.23,0.34,6.4
328,9.6,0.5,3.23,0.9978,195.0,55.0,0.042,15.4,0.35,0.28,6.5
329,10.4,0.51,3.17,0.992,85.0,33.0,0.036000000000000004,1.3,0.41,0.21,7.2
330,12.5,0.6,3.36,0.9912,101.0,34.0,0.03,4.8,0.35,0.32,6.4
331,10.6,0.39,3.2,0.9927,135.0,37.0,0.032,4.6,0.34,0.24,6.8
332,11.8,0.4,3.28,0.9906,91.0,16.0,0.033,1.8,0.3,0.23,6.3
333,9.8,0.44,3.11,0.9954,133.0,30.0,0.038,9.9,0.34,0.28,6.5
334,10.8,0.38,3.25,0.9923,80.0,12.0,0.031,5.7,0.26,0.26,5.6
335,11.8,0.4,3.28,0.9906,91.0,16.0,0.033,1.8,0.3,0.23,6.3
336,11.2,0.42,3.32,0.991,105.0,15.0,0.036000000000000004,1.5,0.33,0.23,6.3
337,9.3,0.42,3.28,0.9972,170.0,55.0,0.045,12.3,0.27,0.27,5.8
338,10.4,0.53,3.45,0.9945,139.0,12.0,0.047,1.3,0.4,0.26,5.9
339,10.2,0.85,3.43,0.9934,141.0,49.0,0.049,1.5,0.35,0.18,6.6
340,9.0,0.55,3.19,0.9964,153.0,27.0,0.045,7.8,0.43,0.2,7.4
341,10.0,0.54,3.2,0.9948,129.0,17.0,0.047,1.5,0.36,0.24,8.0
342,9.1,0.47,3.18,0.9962,140.0,30.0,0.044000000000000004,9.7,0.42,0.26,6.4
343,10.0,0.76,3.29,0.9931,144.0,46.0,0.053,3.0,0.47,0.31,5.4
344,10.0,0.75,3.29,0.993,145.0,47.0,0.052000000000000005,3.0,0.47,0.29,5.4
345,9.6,0.4,3.28,0.9942,131.0,33.0,0.05,4.6,0.33,0.145,7.1
346,11.2,0.51,3.36,0.9906,68.0,20.0,0.031,1.3,0.1,0.34,5.6
347,8.8,0.44,3.2,0.9995,155.0,75.0,0.055999999999999994,15.6,0.41,0.19,6.7
348,10.0,0.5,3.15,0.998,118.0,38.0,0.052000000000000005,13.6,0.46,0.18,7.8
349,10.0,0.47,3.15,0.997,137.0,56.0,0.054000000000000006,11.2,0.45,0.17,7.6
350,11.4,0.74,3.27,0.9914,146.0,47.0,0.044000000000000004,2.1,0.36,0.12,6.3
351,11.9,0.3,3.03,0.992,138.0,32.0,0.038,6.85,0.4,0.33,7.3
352,9.6,0.51,3.14,0.9924,128.0,27.0,0.071,2.5,0.3,0.335,5.5
353,11.9,0.3,3.03,0.992,138.0,32.0,0.038,6.85,0.4,0.33,7.3
354,9.6,0.57,3.25,0.9937,245.0,38.5,0.047,4.4,0.42,0.4,5.8
355,9.0,0.38,2.89,0.9978,191.0,48.0,0.063,14.3,0.37,0.22,7.3
356,9.0,0.38,2.89,0.9978,191.0,48.0,0.063,14.3,0.37,0.22,7.3
357,9.5,0.78,3.15,0.9927,169.0,24.0,0.05,1.1,0.33,0.36,6.1
358,10.4,0.42,3.0,0.9940000000000001,152.0,19.0,0.05,1.4,0.39,0.2,10.0
359,10.6,0.59,3.2,0.9935,161.0,43.0,0.04,4.7,0.34,0.24,6.9
360,10.2,0.5,3.28,0.9968,162.0,54.0,0.047,14.9,0.32,0.24,6.4
361,8.9,0.43,3.15,0.9941,84.0,24.0,0.055,1.2,0.14,0.365,7.1
362,9.7,0.39,3.4,0.9942,127.0,40.0,0.05,5.3,0.3,0.15,6.8
363,9.0,0.38,2.89,0.9978,191.0,48.0,0.063,14.3,0.37,0.22,7.3
364,11.4,0.42,3.49,0.9923,102.0,18.0,0.037000000000000005,2.3,0.4,0.16,6.8
365,12.3,0.71,3.4,0.9912,113.0,29.0,0.027999999999999997,3.5,0.32,0.26,6.0
366,10.8,0.62,3.49,0.9923,143.0,40.0,0.08900000000000001,1.5,0.27,0.18,6.0
367,9.4,0.45,3.12,0.9927,148.0,39.0,0.053,1.0,0.21,0.33,6.9
368,10.6,0.64,3.17,0.9931,178.0,36.0,0.049,2.3,0.48,0.29,7.7
369,11.6,0.29,3.17,0.9941,72.0,26.0,0.044000000000000004,12.5,0.35,0.39,7.1
370,9.4,0.45,3.12,0.9927,148.0,39.0,0.053,1.0,0.21,0.33,6.9
371,10.6,0.64,3.17,0.9931,178.0,36.0,0.049,2.3,0.48,0.29,7.7
372,10.0,0.56,3.34,0.9934,204.0,17.0,0.048,0.8,0.19,0.905,6.6
373,9.2,0.51,3.1,0.9936,149.0,30.0,0.048,2.4,0.27,0.27,7.2
374,12.5,0.38,3.51,0.9893,89.0,18.0,0.027000000000000003,1.6,0.22,0.33,5.1
375,12.5,0.38,3.51,0.9893,89.0,18.0,0.027000000000000003,1.6,0.22,0.33,5.1
376,10.4,0.51,3.32,0.9919,119.0,12.0,0.037000000000000005,1.5,0.28,0.31,6.4
377,10.0,0.46,3.15,0.9924,98.0,21.0,0.045,1.4,0.44,0.2,7.3
378,10.0,0.64,3.22,0.9927,155.0,17.0,0.049,2.6,0.5,0.32,5.7
379,10.4,0.51,3.32,0.9919,119.0,12.0,0.037000000000000005,1.5,0.28,0.31,6.4
380,10.0,0.46,3.15,0.9924,98.0,21.0,0.045,1.4,0.44,0.2,7.3
381,9.0,0.52,3.1,0.9975,179.0,48.0,0.046,12.5,0.26,0.28,7.2
382,9.2,0.53,3.12,0.9969,157.0,26.0,0.051,9.6,0.28,0.35,7.5
383,9.2,0.51,3.1,0.9936,149.0,30.0,0.048,2.4,0.27,0.27,7.2
384,11.3,0.39,3.38,0.991,125.0,20.0,0.027000000000000003,3.2,0.39,0.36,6.0
385,12.5,0.38,3.51,0.9893,89.0,18.0,0.027000000000000003,1.6,0.22,0.33,5.1
386,10.8,0.39,3.48,0.9906,115.0,24.0,0.026000000000000002,1.5,0.56,0.17,5.0
387,10.1,0.66,3.12,0.9941,260.0,82.5,0.04,5.9,0.35,0.39,6.3
388,9.7,0.46,3.39,0.995,140.0,29.0,0.047,5.4,0.32,0.21,6.7
389,9.3,0.61,3.18,0.9983,181.0,60.0,0.032,14.9,0.38,0.3,7.0
390,9.3,0.61,3.18,0.9983,181.0,60.0,0.032,14.9,0.38,0.3,7.0
391,10.6,0.46,3.1,0.9916,66.0,13.0,0.031,1.1,0.32,0.36,6.5
392,10.2,0.47,3.36,0.9957,125.0,19.0,0.031,9.8,0.15,0.55,6.1
393,12.2,0.56,3.08,0.99,69.0,20.0,0.021,2.0,0.43,0.24,7.3
394,8.8,0.44,3.19,0.9976,163.0,62.0,0.044000000000000004,11.8,0.51,0.37,6.8
395,10.0,0.41,3.18,0.992,168.0,87.0,0.04,1.3,0.12,0.27,6.8
396,11.4,0.39,3.09,0.9917,93.0,30.0,0.031,1.8,0.42,0.28,8.2
397,11.4,0.5,3.46,0.9917,107.0,35.0,0.037000000000000005,1.5,0.4,0.2,6.3
398,9.4,0.44,3.35,0.9993,168.0,52.0,0.048,18.2,0.27,0.26,5.9
399,11.7,0.41,3.3,0.9908,83.0,32.0,0.032,2.9,0.42,0.19,6.4
400,11.4,0.5,3.46,0.9917,107.0,35.0,0.037000000000000005,1.5,0.4,0.2,6.3
401,8.8,0.44,3.19,0.9976,163.0,62.0,0.044000000000000004,11.8,0.51,0.37,6.8
402,9.2,0.52,3.23,0.9934,108.0,22.0,0.069,1.4,0.07,0.35,6.1
403,8.7,0.56,3.07,1.0,252.0,55.0,0.046,18.2,0.31,0.27,7.1
404,12.6,0.66,3.24,0.9918,170.0,33.0,0.035,6.3,0.31,0.22,6.8
405,10.0,0.41,3.18,0.992,168.0,87.0,0.04,1.3,0.12,0.27,6.8
406,12.8,0.39,3.39,0.9896,99.0,40.0,0.031,4.0,0.34,0.28,5.8
407,9.4,0.51,3.17,0.9932,125.0,13.0,0.049,1.2,0.24,0.49,6.9
408,10.3,0.53,3.26,0.992,116.0,26.0,0.044000000000000004,1.2,0.39,0.14,6.3
409,11.4,0.39,3.09,0.9917,93.0,30.0,0.031,1.8,0.42,0.28,8.2
410,9.0,0.47,2.97,0.9999,155.0,42.0,0.038,18.95,0.39,0.25,7.2
411,9.6,0.79,3.3,0.998,140.0,38.0,0.04,12.7,0.36,0.28,7.3
412,10.5,0.5,3.16,0.9918,85.0,32.0,0.036000000000000004,1.2,0.39,0.19,7.2
413,10.5,0.5,3.16,0.9918,85.0,32.0,0.036000000000000004,1.2,0.39,0.19,7.2
414,9.0,0.47,2.97,0.9999,155.0,42.0,0.038,18.95,0.39,0.25,7.2
415,9.6,0.79,3.3,0.998,140.0,38.0,0.04,12.7,0.36,0.28,7.3
416,9.8,0.33,3.19,0.9927,99.0,27.0,0.040999999999999995,1.2,0.27,0.21,7.4
417,9.0,0.47,3.1,0.9959,210.0,57.0,0.047,7.7,0.22,0.26,6.8
418,9.8,0.33,3.19,0.9927,99.0,27.0,0.040999999999999995,1.2,0.27,0.21,7.4
419,10.5,0.56,3.31,0.9929,137.0,33.0,0.05,1.6,0.28,0.31,7.4
420,12.7,0.37,3.16,0.9898,136.0,41.0,0.03,2.7,0.31,0.22,7.0
421,10.4,0.54,3.25,0.9954,222.0,37.0,0.045,8.7,0.28,0.21,7.0
422,10.4,0.54,3.25,0.9954,221.0,37.0,0.045,8.6,0.28,0.21,7.0
423,10.4,0.54,3.25,0.9954,221.0,37.0,0.045,8.6,0.28,0.21,7.0
424,10.5,0.52,3.34,0.9954,162.0,47.0,0.047,8.3,0.38,0.23,6.9
425,10.4,0.54,3.25,0.9954,222.0,37.0,0.045,8.7,0.28,0.21,7.0
426,10.4,0.54,3.25,0.9954,221.0,37.0,0.045,8.6,0.28,0.21,7.0
427,9.4,0.45,3.09,0.9974,194.0,48.0,0.053,13.3,0.5,0.29,6.8
428,9.1,0.46,3.06,0.9936,89.0,20.0,0.051,1.2,0.27,0.21,7.8
429,9.3,0.49,3.1,0.9978,197.0,54.0,0.055999999999999994,13.6,0.47,0.31,7.1
430,9.4,0.45,3.09,0.9974,194.0,48.0,0.053,13.3,0.5,0.29,6.8
431,9.8,0.38,3.21,0.9927,84.0,19.0,0.048,1.1,0.1,0.34,6.4
432,9.9,0.61,3.18,0.9934,214.0,73.5,0.045,2.3,0.34,0.155,7.4
433,9.2,0.57,3.07,0.9938,151.0,16.0,0.10800000000000001,1.5,0.09,0.55,7.2
434,12.1,0.47,3.35,0.9922,104.0,31.0,0.027999999999999997,7.1,0.36,0.23,7.0
435,12.2,0.49,3.38,0.992,97.0,24.0,0.027000000000000003,6.2,0.37,0.2,6.9
436,9.8,0.6,3.27,0.9935,218.5,23.0,0.042,2.5,0.32,0.28,6.1
437,12.4,0.64,3.35,0.9906,186.0,49.0,0.035,1.4,0.32,0.16,6.6
438,9.9,0.61,3.18,0.9934,214.0,73.5,0.045,2.3,0.34,0.155,7.4
439,9.2,0.54,3.26,0.9934,108.0,23.0,0.06,1.2,0.04,0.35,6.2
440,11.6,0.59,3.29,0.9913,102.0,24.0,0.027999999999999997,1.6,0.37,0.22,6.7
441,10.4,0.69,3.3,0.9938,137.0,25.0,0.033,6.6,0.2,0.38,6.1
442,12.9,0.65,3.43,0.9898,126.0,54.0,0.026000000000000002,2.2,0.28,0.25,6.0
443,9.3,0.54,3.26,0.9975,245.0,54.0,0.048,12.2,0.44,0.52,6.6
444,11.0,0.33,3.2,0.9975,139.0,40.0,0.031,20.8,0.36,0.24,6.9
445,11.5,0.4,3.24,0.9937,66.0,16.0,0.038,11.0,0.32,0.32,7.1
446,12.4,0.42,3.53,0.9914,156.0,30.0,0.054000000000000006,2.6,0.27,0.28,5.8
447,9.8,0.53,3.44,0.9982,113.0,24.0,0.048,14.0,0.24,0.41,6.5
448,9.8,0.53,3.44,0.9982,113.0,24.0,0.048,14.0,0.24,0.41,6.5
449,10.5,0.56,3.48,0.9929,127.0,34.0,0.052000000000000005,1.6,0.29,0.28,6.4
450,9.1,0.54,3.03,0.9971,174.0,21.0,0.07,9.9,0.2,0.6,7.2
451,10.1,0.44,3.24,0.9921,128.0,34.0,0.038,1.2,0.25,0.2,6.1
452,10.6,0.51,3.46,0.9931,160.0,27.0,0.042,2.7,0.14,0.46,5.9
453,10.5,0.51,3.41,0.9924,113.0,32.0,0.046,1.6,0.27,0.27,6.0
454,10.5,0.56,3.48,0.9929,127.0,34.0,0.052000000000000005,1.6,0.29,0.28,6.4
455,9.8,0.53,3.44,0.9982,113.0,24.0,0.048,14.0,0.24,0.41,6.4
456,12.9,0.4,3.3,0.9892,82.0,11.0,0.022000000000000002,1.5,0.31,0.23,6.3
457,9.5,0.52,2.95,0.9956,111.0,26.0,0.055999999999999994,8.6,0.27,0.21,7.1
458,9.8,0.72,3.29,0.9924,218.5,31.0,0.053,1.0,0.32,0.37,6.0
459,8.5,0.5,3.37,0.9971,249.0,83.0,0.059000000000000004,9.1,0.35,0.43,6.1
460,9.5,0.52,2.95,0.9956,111.0,26.0,0.055999999999999994,8.6,0.27,0.21,7.1
461,9.3,0.45,3.22,0.9982,171.0,40.0,0.047,15.2,0.29,0.25,7.0
462,9.5,0.38,3.35,0.9973,162.0,50.0,0.047,12.4,0.19,0.25,5.9
463,9.4,0.39,3.17,0.9932,68.0,15.0,0.044000000000000004,2.2,0.21,0.32,6.8
464,8.7,0.5,3.16,0.9976,178.0,66.0,0.047,11.0,0.62,0.39,7.2
465,8.9,0.46,2.95,0.9962,126.0,34.0,0.081,10.0,0.58,0.21,6.3
466,9.4,0.43,3.22,0.9956,141.0,54.0,0.039,9.0,0.32,0.14,7.0
467,9.4,0.39,3.17,0.9932,68.0,15.0,0.044000000000000004,2.2,0.21,0.32,6.8
468,8.7,0.5,3.16,0.9976,178.0,66.0,0.047,11.0,0.62,0.39,7.2
469,9.6,0.52,3.09,0.9992,182.0,59.0,0.047,18.15,0.53,0.29,7.2
470,9.3,0.73,3.0,0.9983,158.0,21.0,0.039,12.15,0.7,0.37,8.6
471,10.0,0.76,3.14,0.9937,200.0,34.0,0.036000000000000004,3.4,0.34,0.38,6.5
472,12.5,0.45,3.25,0.99,86.0,19.0,0.023,2.0,0.29,0.24,6.6
473,9.6,0.48,3.36,0.9944,132.0,34.0,0.034,4.8,0.31,0.17,7.0
474,9.4,0.36,3.24,0.9938,102.0,30.0,0.03,4.5,0.22,0.16,5.5
475,9.5,0.61,3.03,0.9965,227.0,55.0,0.028999999999999998,11.0,0.51,0.24,7.0
476,12.4,0.39,2.99,0.9893,105.0,42.0,0.027999999999999997,1.1,0.36,0.28,7.4
477,10.5,0.55,3.11,0.9927,115.0,29.0,0.037000000000000005,1.5,0.28,0.22,7.0
478,9.2,0.58,2.97,0.9940000000000001,165.0,21.0,0.073,1.7,0.13,0.55,7.1
479,10.4,0.56,3.32,0.9928,164.0,67.0,0.040999999999999995,1.7,0.33,0.22,6.3
480,9.2,0.6,3.22,0.9964,172.0,31.0,0.043,8.9,0.34,0.47,6.7
481,10.6,0.51,3.33,0.9917,104.0,45.0,0.047,1.3,0.41,0.36,5.9
482,9.5,0.42,3.34,0.9972,137.0,41.0,0.044000000000000004,13.3,0.24,0.25,5.8
483,9.2,0.6,3.22,0.9964,172.0,31.0,0.043,8.9,0.34,0.47,6.7
484,9.6,0.58,3.29,0.9954,200.0,79.0,0.34600000000000003,6.6,0.3,0.37,6.2
485,9.7,0.54,3.47,0.993,117.0,36.0,0.027999999999999997,1.5,0.38,0.18,6.2
486,9.7,0.51,3.46,0.9928,117.0,43.0,0.025,1.5,0.37,0.16,6.0
487,10.7,0.42,3.1,0.9916,90.0,32.0,0.035,1.3,0.28,0.34,6.6
488,10.5,0.68,3.34,0.9936,180.0,53.0,0.045,1.6,0.29,0.29,7.4
489,8.9,0.45,3.13,0.9962,177.0,52.0,0.047,7.6,0.31,0.26,7.4
490,12.1,0.46,3.09,0.9899,70.0,8.0,0.035,1.0,0.36,0.28,7.0
491,12.7,0.4,3.25,0.9898,65.0,12.0,0.032,1.6,0.39,0.23,7.1
492,9.9,0.46,3.18,0.996,182.0,42.0,0.039,8.9,0.26,0.19,7.8
493,11.4,0.64,3.2,0.9907,158.0,28.0,0.022000000000000002,1.8,0.28,0.19,6.3
494,10.7,0.58,3.37,0.9940000000000001,103.0,27.0,0.04,4.7,0.38,0.2,6.8
495,12.5,0.48,3.33,0.9913,173.0,28.0,0.025,7.0,0.13,0.44,5.7
496,8.6,0.49,3.08,0.9976,189.0,70.0,0.040999999999999995,10.8,0.62,0.4,7.2
497,12.5,0.54,3.29,0.9904,147.0,43.0,0.026000000000000002,1.6,0.32,0.23,6.8
498,10.0,0.66,3.27,0.992,174.0,13.0,0.04,1.0,0.34,0.335,5.7
499,8.6,0.49,3.08,0.9976,189.0,70.0,0.040999999999999995,10.8,0.62,0.4,7.2
500,9.5,0.49,3.08,0.9990000000000001,200.0,54.0,0.045,16.7,0.54,0.28,7.2
501,9.6,0.48,3.12,0.9975,164.0,51.0,0.038,14.2,0.58,0.19,6.8
502,9.9,0.62,3.2,0.9937,210.0,8.0,0.038,2.25,0.3,0.3,6.4
503,9.9,0.62,3.19,0.9937,210.0,8.0,0.037000000000000005,2.25,0.29,0.3,6.5
504,8.9,0.53,3.06,0.998,140.0,46.0,0.053,12.2,0.31,0.18,7.8
505,8.9,0.53,3.06,0.998,140.0,46.0,0.053,12.2,0.31,0.18,7.8
506,8.8,0.52,3.01,0.9944,135.0,7.0,0.09,3.3,0.26,0.51,7.3
507,10.0,0.54,3.64,0.9938,170.0,40.0,0.048,1.9,0.27,0.24,6.0
508,12.0,0.44,3.44,0.9907,152.0,55.0,0.039,3.5,0.28,0.62,5.9
509,10.0,0.54,3.64,0.9938,170.0,40.0,0.048,1.9,0.27,0.24,6.0
510,10.0,0.42,3.21,0.9921,138.0,62.0,0.040999999999999995,1.3,0.12,0.27,6.7
511,12.1,0.41,3.11,0.9908,167.0,8.0,0.042,1.8,0.35,0.34,7.8
512,11.0,0.59,3.16,0.9931,141.0,31.0,0.04,5.2,0.36,0.26,7.3
513,11.2,0.33,3.21,0.9915,55.0,27.0,0.025,1.4,0.33,0.36,7.4
514,10.3,0.39,3.17,0.9952,115.0,34.0,0.036000000000000004,9.0,0.32,0.28,7.8
515,10.4,0.47,3.37,0.9926,167.0,28.0,0.051,2.2,0.26,0.31,6.1
516,9.1,0.45,3.08,0.9934,154.0,47.0,0.055,1.6,0.37,0.18,6.8
517,10.4,0.6,3.0,0.992,154.0,49.0,0.045,1.7,0.42,0.15,7.4
518,10.8,0.64,3.43,0.9918,78.0,20.0,0.05,1.9,0.28,0.13,5.9
519,11.7,0.4,3.19,0.9942,41.0,7.0,0.048,12.6,0.34,0.34,7.2
520,9.8,0.74,3.05,0.9942,143.0,8.0,0.039,2.1,0.26,0.19,7.9
521,9.8,0.74,3.05,0.9942,143.0,8.0,0.039,2.1,0.26,0.19,7.9
522,11.4,0.39,3.03,0.9901,101.0,22.0,0.038,1.3,0.4,0.25,6.9
523,11.2,0.38,3.03,0.9898,96.0,22.0,0.033,1.7,0.32,0.36,5.8
524,11.4,0.34,3.37,0.9902,72.0,6.0,0.038,1.0,0.37,0.35,5.6
525,9.2,0.45,3.09,0.9934,140.0,24.0,0.114,3.3,0.39,0.32,5.9
526,12.5,0.53,3.04,0.9906,29.0,3.0,0.04,5.0,0.46,0.31,7.2
527,12.6,0.44,3.36,0.9898,116.0,32.0,0.034,1.8,0.22,0.28,6.1
528,12.2,0.35,3.44,0.9896,104.0,24.0,0.031,1.6,0.02,0.36,5.2
529,11.2,0.45,3.56,0.9922,112.0,19.0,0.03,4.5,0.47,0.19,5.6
530,9.7,0.79,3.43,0.9947,103.0,31.0,0.048,4.9,0.35,0.1,6.4
531,9.3,0.4,3.06,0.9945,150.0,64.0,0.18600000000000003,4.0,0.48,0.18,6.4
532,9.0,0.48,3.01,0.9976,178.0,53.0,0.067,13.2,0.36,0.25,7.4
533,9.0,0.48,3.01,0.9976,178.0,53.0,0.067,13.2,0.36,0.25,7.4
534,9.0,0.48,3.01,0.9976,178.0,53.0,0.067,13.2,0.36,0.25,7.4
535,9.1,0.51,3.09,0.9987,171.0,54.0,0.047,15.3,0.51,0.345,7.9
536,9.1,0.51,3.09,0.9987,171.0,54.0,0.047,15.3,0.51,0.345,7.9
537,9.0,0.48,3.01,0.9976,178.0,53.0,0.067,13.2,0.36,0.25,7.4
538,10.4,0.54,3.31,0.992,61.0,22.0,0.045,1.5,0.3,0.24,6.1
539,9.5,0.67,3.37,0.9955,211.0,41.0,0.053,4.55,0.24,0.25,6.8
540,11.4,0.55,3.46,0.9953,175.0,10.0,0.04,9.9,0.31,0.31,6.7
541,8.7,0.42,3.16,0.9976,192.0,76.0,0.05,10.4,0.65,0.46,7.2
542,9.9,0.68,3.34,0.992,167.0,14.0,0.045,1.1,0.35,0.35,5.5
543,9.9,0.62,3.22,0.9952,148.0,29.0,0.036000000000000004,8.7,0.41,0.24,6.7
544,9.0,0.51,3.21,0.9983,162.0,49.0,0.047,13.9,0.17,0.28,6.8
545,10.0,0.58,3.49,0.9933,149.0,41.0,0.04,1.4,0.22,0.16,6.4
546,9.7,0.64,3.49,0.9958,172.0,38.0,0.039,7.2,0.24,0.26,6.3
547,11.8,0.49,3.3,0.9922,87.0,10.0,0.052000000000000005,1.9,0.42,0.22,7.7
548,10.2,0.5,3.49,0.9928,127.0,30.0,0.044000000000000004,1.7,0.31,0.18,6.5
549,8.7,0.42,3.16,0.9976,192.0,76.0,0.05,10.4,0.65,0.46,7.2
550,9.6,0.52,3.07,0.9976,168.0,40.0,0.05,13.6,0.51,0.3,7.0
551,11.3,0.37,2.93,0.9916,93.0,31.0,0.026000000000000002,1.2,0.34,0.25,9.2
552,12.1,0.38,3.0,0.9901,118.0,32.0,0.027999999999999997,1.6,0.34,0.28,7.8
553,9.6,0.52,3.07,0.9976,168.0,40.0,0.05,13.6,0.51,0.3,7.0
554,12.1,0.38,3.0,0.9901,118.0,32.0,0.027999999999999997,1.6,0.34,0.28,7.8
555,11.3,0.37,2.93,0.9916,93.0,31.0,0.026000000000000002,1.2,0.34,0.25,9.2
556,9.4,0.65,2.98,0.9982,160.0,22.0,0.046,12.2,0.71,0.35,8.4
557,10.4,0.5,3.32,0.993,137.0,16.0,0.049,1.6,0.24,0.41,6.1
558,9.5,0.39,3.25,0.9969,165.0,53.0,0.044000000000000004,12.1,0.24,0.21,5.9
559,12.3,0.76,3.01,0.991,144.0,51.0,0.047,4.2,0.44,0.34,7.2
560,9.9,0.74,3.12,0.9953,150.0,31.0,0.049,9.1,0.42,0.21,6.7
561,10.1,0.48,3.24,0.9924,128.0,39.0,0.057,1.6,0.1,0.37,5.9
562,9.2,0.63,3.09,0.9969,184.0,39.0,0.063,8.8,0.27,0.34,7.7
563,10.4,0.77,3.08,0.9928,135.0,16.0,0.046,1.4,0.22,0.3,7.4
564,9.1,0.42,3.2,0.9945,165.0,38.0,0.066,4.2,0.3,0.51,6.8
565,10.0,0.47,3.12,0.9967,99.0,28.0,0.059000000000000004,10.3,0.38,0.22,7.8
566,11.5,0.39,3.13,0.9944,37.0,6.0,0.051,12.4,0.34,0.35,7.2
567,9.8,0.61,3.08,0.9928,153.0,59.0,0.048,2.2,0.5,0.26,6.0
568,9.8,0.6,3.08,0.9929,154.0,61.0,0.05,2.2,0.51,0.26,6.1
569,9.4,0.69,3.19,0.9948,179.0,44.0,0.04,5.2,0.27,0.28,6.5
570,8.7,0.46,3.05,0.9976,194.0,77.0,0.051,10.8,0.66,0.41,7.4
571,11.6,0.41,3.32,0.9912,107.0,26.0,0.038,2.7,0.29,0.28,6.5
572,8.8,0.56,3.04,0.9987,181.0,44.0,0.047,16.3,0.54,0.34,6.7
