__ID__,酒精,硫酸盐,PH,密度,总二氧化硫,游离二氧化硫,氯化物,残糖,柠檬酸,挥发性酸度,固定酸度
1138,9.1,0.58,3.14,0.9978600000000001,94.0,29.0,0.10400000000000001,3.7,0.15,0.41,7.5
1139,9.5,0.64,3.34,0.99764,86.0,16.0,0.079,2.0,0.24,0.51,8.2
1140,9.5,0.65,3.41,0.9969,79.0,33.0,0.08,1.7,0.3,0.4,7.3
1141,11.0,0.85,3.27,0.99624,71.0,24.0,0.08,2.5,0.32,0.38,8.2
1142,11.4,0.65,3.3,0.99354,12.0,6.0,0.043,2.4,0.11,0.45,6.9
1143,10.0,0.82,3.61,0.99672,20.0,16.0,0.065,1.8,0.3,0.22,7.0
1144,10.1,0.62,3.43,0.9958799999999999,70.0,35.0,0.066,2.3,0.23,0.32,7.3
1145,10.4,0.81,3.53,0.99672,51.0,31.0,0.076,2.5,0.43,0.2,8.2
1146,9.8,0.87,3.28,0.996,21.0,6.0,0.17800000000000002,1.8,0.12,0.5,7.8
1147,11.8,0.49,3.21,0.99702,14.0,6.0,0.071,6.2,0.45,0.41,10.0
1148,11.6,0.66,3.39,0.99526,21.0,9.0,0.086,2.0,0.42,0.39,7.8
1149,12.0,0.52,3.23,0.99585,11.0,6.0,0.061,2.0,0.47,0.35,10.0
1150,12.8,0.76,3.3,0.9947299999999999,12.0,4.0,0.067,2.8,0.32,0.33,8.2
1151,12.5,0.65,3.46,0.9935200000000001,70.0,16.0,0.044000000000000004,2.5,0.23,0.58,6.1
1152,9.8,0.53,3.15,0.99616,38.0,9.0,0.11800000000000001,2.2,0.25,0.6,8.3
1153,11.1,0.66,3.23,0.9962200000000001,38.0,17.0,0.083,2.1,0.35,0.42,9.6
1154,11.4,0.68,3.59,0.99544,63.0,50.0,0.1,2.2,0.0,0.58,6.6
1155,9.8,0.53,3.15,0.99616,38.0,9.0,0.11800000000000001,2.2,0.25,0.6,8.3
1156,11.8,0.76,3.33,0.99524,88.0,45.0,0.071,1.75,0.51,0.18,8.5
1157,12.9,0.87,3.46,0.9924,101.0,16.0,0.042,2.1,0.18,0.51,5.1
1158,10.6,1.16,3.42,0.99572,54.0,22.0,0.076,2.8,0.43,0.41,6.7
1159,10.8,0.67,3.16,0.9972799999999999,37.0,11.0,0.11,2.2,0.43,0.41,10.2
1160,11.1,0.72,3.14,0.9967600000000001,20.0,6.0,0.087,2.3,0.57,0.36,10.6
1161,10.2,0.75,3.21,0.99551,21.0,12.0,0.076,1.4,0.43,0.45,8.8
1162,11.8,0.71,3.14,0.99434,19.0,12.0,0.075,2.3,0.42,0.32,8.5
1163,10.0,0.67,3.29,0.99692,21.0,10.0,0.078,1.7,0.24,0.785,9.0
1164,10.0,0.67,3.29,0.99692,21.0,10.0,0.078,1.7,0.24,0.785,9.0
1165,9.4,1.1,3.01,0.99634,38.0,15.0,0.369,1.9,0.5,0.44,8.5
1166,10.2,0.98,2.94,0.9970899999999999,60.0,7.0,0.111,2.0,0.26,0.54,9.9
1167,12.4,0.88,3.32,0.9952799999999999,48.0,29.0,0.07400000000000001,2.5,0.39,0.33,8.2
1168,12.0,0.56,3.21,0.99384,44.0,8.0,0.067,2.8,0.27,0.34,6.5
1169,11.5,0.62,3.32,0.9950200000000001,14.0,5.0,0.086,2.3,0.29,0.5,7.6
1170,10.5,0.67,3.2,0.9966700000000001,12.0,5.0,0.062,1.6,0.34,0.36,9.2
1171,10.8,0.68,3.42,0.9952200000000001,44.0,26.0,0.078,2.2,0.0,0.59,7.1
1172,12.3,0.74,3.27,0.99649,16.0,5.0,0.07400000000000001,2.1,0.46,0.42,9.7
1173,9.5,0.62,3.46,0.99716,65.0,26.0,0.079,1.7,0.31,0.36,7.6
1174,9.5,0.62,3.46,0.99716,65.0,26.0,0.079,1.7,0.31,0.36,7.6
1175,11.5,0.7,3.61,0.99541,59.0,48.0,0.095,2.2,0.0,0.61,6.5
1176,11.2,0.5,3.58,0.99572,47.0,23.0,0.079,5.6,0.03,0.88,6.5
1177,12.7,0.66,3.35,0.99318,11.0,6.0,0.052000000000000005,2.4,0.0,0.66,7.1
1178,11.4,0.73,3.68,0.99346,78.0,17.0,0.040999999999999995,2.1,0.0,0.915,5.6
1179,11.0,0.81,3.27,0.9959899999999999,47.0,11.0,0.076,2.4,0.33,0.35,8.2
1180,11.0,0.81,3.27,0.9959899999999999,47.0,11.0,0.076,2.4,0.33,0.35,8.2
1181,11.4,0.46,3.19,0.9947799999999999,11.0,5.0,0.068,1.65,0.43,0.39,9.8
1182,10.5,0.86,3.38,0.99754,54.0,41.0,0.068,2.5,0.4,0.4,10.2
1183,9.3,0.6,3.29,0.99572,61.0,16.0,0.07,1.6,0.07,0.66,6.8
1184,10.9,0.7,3.36,0.9953799999999999,119.0,11.0,0.08,2.1,0.23,0.64,6.7
1185,11.9,0.46,3.33,0.99346,39.0,6.0,0.085,2.0,0.3,0.43,7.0
1186,12.2,0.5,3.52,0.9963,12.0,6.0,0.079,7.8,0.03,0.8,6.6
1187,11.9,0.46,3.33,0.99346,39.0,6.0,0.085,2.0,0.3,0.43,7.0
1188,10.9,0.7,3.36,0.9953799999999999,119.0,11.0,0.08,2.1,0.23,0.64,6.7
1189,9.6,0.44,3.3,0.99616,19.0,5.0,0.075,1.8,0.05,0.955,8.8
1190,12.5,0.57,3.28,0.9965200000000001,20.0,6.0,0.08,4.6,0.57,0.4,9.1
1191,10.8,0.51,3.56,0.99551,12.0,6.0,0.166,2.3,0.0,0.885,6.5
1192,12.4,0.8,3.52,0.99439,41.0,11.0,0.063,2.5,0.37,0.25,7.2
1193,10.8,0.51,3.56,0.99551,12.0,6.0,0.166,2.3,0.0,0.885,6.4
1194,9.5,0.59,3.22,0.9958799999999999,64.0,15.0,0.114,1.8,0.12,0.745,7.0
1195,9.5,0.6,3.52,0.9963299999999999,56.0,21.0,0.078,1.8,0.22,0.43,6.2
1196,9.5,0.58,3.21,0.9968600000000001,94.0,23.0,0.076,2.3,0.23,0.58,7.9
1197,9.8,0.54,3.16,0.9945799999999999,9.0,4.0,0.069,1.5,0.21,0.57,7.7
1198,10.9,0.79,3.15,0.9951,77.0,19.0,0.052000000000000005,2.0,0.26,0.26,7.7
1199,9.5,0.58,3.21,0.9968600000000001,94.0,23.0,0.076,2.3,0.23,0.58,7.9
1200,9.8,0.54,3.16,0.9945799999999999,9.0,4.0,0.069,1.5,0.21,0.57,7.7
1201,11.2,0.54,3.27,0.99419,10.0,5.0,0.065,1.9,0.36,0.34,7.9
1202,11.7,0.69,3.35,0.99516,12.0,6.0,0.068,1.8,0.39,0.42,8.6
1203,9.4,0.55,3.14,0.9987799999999999,76.0,33.0,0.111,5.8,0.19,0.74,9.9
1204,11.0,0.85,3.4,0.99534,44.0,24.0,0.07400000000000001,2.1,0.46,0.36,7.2
1205,11.0,0.85,3.4,0.99534,44.0,24.0,0.07400000000000001,2.1,0.46,0.36,7.2
1206,11.0,0.85,3.4,0.99534,44.0,24.0,0.07400000000000001,2.1,0.46,0.36,7.2
1207,10.0,0.94,3.35,0.9975200000000001,52.0,24.0,0.136,1.7,0.55,0.72,9.9
1208,11.0,0.85,3.4,0.99534,44.0,24.0,0.07400000000000001,2.1,0.46,0.36,7.2
1209,11.2,0.87,3.45,0.9942799999999999,24.0,14.0,0.071,2.0,0.43,0.39,6.2
1210,10.4,0.62,3.35,0.99498,15.0,8.0,0.078,2.1,0.02,0.65,6.8
1211,9.3,0.62,3.32,0.9957,53.0,22.0,0.076,2.1,0.15,0.44,6.6
1212,10.4,0.62,3.35,0.99498,15.0,8.0,0.078,2.1,0.02,0.65,6.8
1213,10.5,0.75,3.15,0.99659,13.0,5.0,0.071,1.9,0.42,0.38,9.6
1214,10.4,0.48,3.1,0.9962799999999999,9.0,6.0,0.081,1.9,0.46,0.33,10.2
1215,11.3,0.56,3.26,0.9948799999999999,29.0,20.0,0.095,2.1,0.46,0.27,8.8
1216,9.5,0.69,3.29,0.99677,79.0,10.0,0.079,2.0,0.31,0.57,7.9
1217,12.0,0.81,3.23,0.99408,74.0,43.0,0.057,1.9,0.37,0.34,8.2
1218,10.6,0.69,3.24,0.996,24.0,8.0,0.08199999999999999,1.9,0.31,0.4,8.2
1219,10.9,0.83,3.2,0.9947799999999999,50.0,25.0,0.044000000000000004,1.3,0.4,0.39,9.0
1220,11.5,0.77,3.28,0.99734,44.0,17.0,0.132,1.8,0.52,0.32,10.9
1221,11.5,0.77,3.28,0.99734,44.0,17.0,0.132,1.8,0.52,0.32,10.9
1222,9.6,0.46,3.26,0.9967799999999999,89.0,33.0,0.078,2.2,0.22,0.53,8.1
1223,12.0,0.76,3.23,0.9963799999999999,23.0,9.0,0.07400000000000001,2.2,0.47,0.36,10.5
1224,10.3,0.82,3.07,0.9992,20.0,8.0,0.08,2.5,0.49,0.39,12.6
1225,9.4,0.51,3.15,0.9992200000000001,77.0,18.0,0.091,2.6,0.23,0.46,9.2
1226,9.2,0.47,3.02,0.99592,46.0,27.0,0.08,4.1,0.03,0.58,7.5
1227,9.6,0.72,3.27,0.99769,21.0,8.0,0.10400000000000001,2.0,0.25,0.58,9.0
1228,13.6,0.73,3.68,0.9915700000000001,88.0,18.0,0.044000000000000004,1.8,0.0,0.42,5.1
1229,9.5,0.64,3.4,0.99718,66.0,19.0,0.075,2.1,0.29,0.43,7.6
1230,11.8,0.78,3.37,0.9947,58.0,15.0,0.066,2.7,0.34,0.18,7.7
1231,10.8,0.62,3.38,0.99621,90.0,48.0,0.07400000000000001,2.6,0.01,0.815,7.8
1232,9.5,0.64,3.4,0.99718,66.0,19.0,0.075,2.1,0.29,0.43,7.6
1233,9.3,0.49,3.23,0.9961399999999999,36.0,14.0,0.057,2.2,0.37,0.23,10.2
1234,12.8,0.4,3.39,0.9924200000000001,18.0,11.0,0.059000000000000004,2.2,0.01,0.75,7.1
1235,11.5,0.56,3.3,0.99572,113.0,6.0,0.054000000000000006,12.9,0.32,0.33,6.0
1236,9.4,0.64,3.26,0.99659,17.0,7.0,0.07,1.7,0.0,0.55,7.8
1237,12.8,0.4,3.39,0.9924200000000001,18.0,11.0,0.059000000000000004,2.2,0.01,0.75,7.1
1238,9.6,0.46,3.38,0.99798,24.0,12.0,0.081,2.5,0.0,0.73,8.1
1239,11.8,0.56,3.45,0.9948799999999999,20.0,11.0,0.057,4.3,0.0,0.67,6.5
1240,9.3,0.4,3.1,0.9949399999999999,60.0,36.0,0.076,1.7,0.2,0.61,7.5
1241,9.8,0.59,3.16,0.99729,65.0,28.0,0.079,2.5,0.39,0.37,9.8
1242,12.2,0.6,3.22,0.9941399999999999,40.0,15.0,0.057999999999999996,2.0,0.41,0.4,9.0
1243,9.5,0.62,3.37,0.9983,86.0,10.0,0.08199999999999999,2.4,0.22,0.56,8.3
1244,10.3,0.54,3.33,0.99721,160.0,72.0,0.067,13.4,0.25,0.29,5.9
1245,10.5,0.68,3.49,0.99655,34.0,15.0,0.08199999999999999,1.8,0.19,0.55,7.4
1246,10.0,0.48,3.12,0.9950200000000001,48.0,15.0,0.086,1.7,0.07,0.74,7.4
1247,10.5,0.68,3.49,0.99655,34.0,15.0,0.08199999999999999,1.8,0.19,0.55,7.4
1248,11.1,0.75,3.41,0.9949,36.0,22.0,0.081,2.2,0.33,0.41,6.9
1249,10.9,0.61,3.4,0.9951399999999999,37.0,24.0,0.079,2.3,0.01,0.6,7.1
1250,10.9,0.61,3.4,0.9951399999999999,37.0,24.0,0.079,2.3,0.01,0.6,7.1
1251,9.8,0.59,3.28,0.9963,60.0,27.0,0.077,2.2,0.14,0.58,7.5
1252,9.8,0.58,3.45,0.9962700000000001,14.0,6.0,0.12300000000000001,1.8,0.0,0.72,7.1
1253,9.5,0.58,3.43,0.99569,13.0,6.0,0.096,1.4,0.0,0.66,7.9
1254,10.9,0.69,3.4,0.9962799999999999,35.0,20.0,0.079,1.9,0.06,0.7,7.8
1255,11.0,0.45,3.47,0.9935799999999999,46.0,26.0,0.069,2.4,0.02,0.64,6.1
1256,9.2,0.42,3.1,0.9949899999999999,60.0,43.0,0.08199999999999999,1.8,0.22,0.59,7.5
1257,11.0,0.7,3.32,0.9963299999999999,69.0,12.0,0.085,4.8,0.28,0.58,7.0
1258,11.3,0.63,3.44,0.9953799999999999,33.0,15.0,0.12300000000000001,2.7,0.0,0.64,6.8
1259,11.3,0.63,3.44,0.9953799999999999,33.0,15.0,0.12300000000000001,2.7,0.0,0.64,6.8
1260,9.3,1.15,3.02,0.9963200000000001,56.0,19.0,0.40299999999999997,1.8,0.68,0.635,8.6
1261,11.2,0.55,3.59,0.9943700000000001,24.0,17.0,0.083,2.0,0.0,1.02,6.3
1262,9.8,0.58,3.15,0.99726,66.0,34.0,0.081,2.5,0.38,0.45,9.8
1263,9.6,0.46,3.37,0.9978,26.0,13.0,0.08900000000000001,2.2,0.0,0.78,8.2
1264,11.8,0.72,3.38,0.99456,51.0,26.0,0.066,1.8,0.32,0.37,8.5
1265,10.3,0.6,3.38,0.99564,36.0,16.0,0.081,2.3,0.05,0.57,7.2
1266,10.3,0.6,3.38,0.99564,36.0,16.0,0.081,2.3,0.05,0.57,7.2
1267,11.4,0.87,3.1,0.996,19.0,13.0,0.068,2.3,0.5,0.43,10.4
1268,9.5,0.55,3.47,0.9966799999999999,51.0,21.0,0.079,2.0,0.31,0.41,6.9
1269,14.0,0.82,3.5,0.9908,87.0,28.0,0.044000000000000004,1.8,0.03,0.49,5.5
1270,14.0,0.75,3.7,0.9908399999999999,60.0,26.0,0.048,1.6,0.01,0.38,5.0
1271,11.7,0.57,3.38,0.9935,64.0,24.0,0.049,1.6,0.2,0.44,7.3
1272,11.2,0.53,3.5,0.99385,44.0,25.0,0.077,1.9,0.0,0.46,5.9
1273,9.3,0.43,3.1,0.9949399999999999,44.0,34.0,0.073,2.0,0.2,0.58,7.5
1274,11.2,0.53,3.24,0.9944,36.0,17.0,0.102,2.1,0.13,0.58,7.8
1275,9.5,0.54,3.24,0.9968799999999999,81.0,13.0,0.075,2.3,0.22,0.715,8.0
1276,12.0,0.56,3.28,0.99566,10.0,3.0,0.05,6.3,0.4,0.4,8.5
1277,9.7,0.6,3.35,0.99636,10.0,3.0,0.114,1.9,0.0,0.69,7.0
1278,9.5,0.54,3.24,0.9968799999999999,81.0,13.0,0.075,2.3,0.22,0.715,8.0
1279,11.5,0.57,3.14,0.9948,9.0,3.0,0.062,1.7,0.39,0.3,9.8
1280,10.4,0.64,3.37,0.9956,54.0,28.0,0.077,1.9,0.2,0.46,7.1
1281,10.4,0.64,3.37,0.9956,54.0,28.0,0.077,1.9,0.2,0.46,7.1
1282,10.9,0.68,3.33,0.9961899999999999,22.0,9.0,0.084,2.0,0.0,0.765,7.9
1283,10.2,0.63,3.26,0.99734,69.0,17.0,0.096,2.7,0.28,0.63,8.7
1284,10.9,0.56,3.39,0.9947600000000001,36.0,18.0,0.071,2.3,0.19,0.42,7.0
1285,10.5,0.57,3.15,0.99734,47.0,20.0,0.09,1.8,0.5,0.37,11.3
1286,12.4,0.54,3.35,0.9932799999999999,31.0,17.0,0.068,2.5,0.44,0.16,7.1
1287,13.0,0.37,3.22,0.9928600000000001,7.0,3.0,0.055999999999999994,2.6,0.08,0.6,8.0
1288,10.2,1.17,3.3,0.9991399999999999,110.0,20.0,0.068,4.5,0.3,0.6,7.0
1289,10.2,1.17,3.3,0.9991399999999999,110.0,20.0,0.068,4.5,0.3,0.6,7.0
1290,11.0,0.59,3.36,0.99521,12.0,6.0,0.1,1.9,0.0,0.74,7.6
1291,10.9,0.75,3.29,0.9963799999999999,60.0,25.0,0.073,2.1,0.1,0.635,8.2
1292,12.4,0.67,3.62,0.9936200000000001,28.0,14.0,0.055999999999999994,2.4,0.13,0.395,5.9
1293,9.7,0.49,3.34,0.99672,12.0,6.0,0.084,1.9,0.0,0.755,7.5
1294,10.9,0.75,3.29,0.9963799999999999,60.0,25.0,0.073,2.1,0.1,0.635,8.2
1295,9.5,0.45,3.2,0.9955799999999999,77.5,51.0,0.09300000000000001,4.3,0.0,0.63,6.6
1296,9.5,0.45,3.2,0.9955799999999999,77.5,51.0,0.09300000000000001,4.3,0.0,0.63,6.6
1297,12.1,0.61,3.35,0.99323,29.0,15.0,0.064,2.1,0.14,0.53,7.2
1298,12.2,0.56,3.45,0.9919100000000001,18.0,11.0,0.063,1.4,0.0,0.6,5.7
1299,10.9,0.4,3.5,0.9947600000000001,9.0,5.0,0.13699999999999998,2.1,0.0,1.58,7.6
1300,12.5,0.61,3.78,0.99444,28.0,15.0,0.08,2.15,0.0,0.645,5.2
1301,11.7,0.74,3.6,0.99598,57.0,20.0,0.1,2.0,0.07,0.86,6.7
1302,11.2,0.8,3.3,0.9957600000000001,15.0,4.0,0.064,2.1,0.32,0.37,9.1
1303,11.2,0.66,3.36,0.9950100000000001,68.0,28.0,0.081,1.8,0.44,0.28,8.0
1304,9.2,0.44,3.12,0.9955,68.0,21.0,0.087,2.3,0.21,0.79,7.6
1305,9.8,0.53,3.3,0.9961200000000001,88.0,24.0,0.073,1.9,0.26,0.61,7.5
1306,10.1,0.62,3.29,0.9979,91.0,22.0,0.08800000000000001,2.5,0.32,0.69,9.7
1307,11.1,0.52,3.41,0.99524,29.0,15.0,0.068,3.9,0.09,0.68,6.8
1308,10.1,0.62,3.29,0.9979,91.0,22.0,0.08800000000000001,2.5,0.32,0.69,9.7
1309,9.2,0.61,3.28,0.996,63.0,27.0,0.071,1.4,0.1,0.62,7.0
1310,9.8,0.53,3.3,0.9961200000000001,88.0,24.0,0.073,1.9,0.26,0.61,7.5
1311,12.8,0.59,3.33,0.9929,27.0,12.0,0.064,3.0,0.15,0.51,6.5
1312,10.5,0.47,3.34,0.9953200000000001,41.0,14.0,0.083,1.9,0.21,1.18,8.0
1313,10.1,0.54,3.4,0.9955799999999999,65.0,20.0,0.086,2.3,0.21,0.36,7.0
1314,10.1,0.53,3.4,0.99556,69.0,24.0,0.086,2.4,0.21,0.36,7.0
1315,9.8,0.58,3.26,0.99616,91.0,17.0,0.083,2.0,0.27,0.63,7.5
1316,12.5,0.59,4.01,0.9925799999999999,46.0,16.0,0.040999999999999995,1.2,0.0,0.74,5.4
1317,11.9,0.69,3.18,0.9963799999999999,41.0,10.0,0.091,2.2,0.46,0.44,9.9
1318,9.8,0.58,3.26,0.99616,91.0,17.0,0.083,2.0,0.27,0.63,7.5
1319,9.1,1.33,2.9,0.9965200000000001,64.0,18.0,0.414,1.7,0.68,0.76,9.1
1320,10.1,0.66,3.26,0.9979600000000001,88.0,12.0,0.094,2.6,0.34,0.66,9.7
1321,12.5,0.59,4.01,0.9925799999999999,46.0,16.0,0.040999999999999995,1.2,0.0,0.74,5.0
1322,11.4,0.55,3.18,0.99392,18.0,9.0,0.057999999999999996,1.8,0.42,0.34,9.1
1323,11.0,0.82,3.18,0.99495,55.0,21.0,0.06,1.8,0.39,0.36,9.1
1324,10.6,0.6,3.39,0.9948,34.0,18.0,0.077,1.7,0.24,0.46,6.7
1325,10.6,0.6,3.39,0.9948,34.0,18.0,0.077,1.7,0.24,0.46,6.7
1326,10.6,0.6,3.39,0.9948,34.0,18.0,0.077,1.7,0.24,0.46,6.7
1327,10.6,0.6,3.39,0.9948,34.0,18.0,0.077,1.7,0.24,0.46,6.7
1328,9.3,0.52,3.34,0.9955,38.0,13.0,0.073,1.8,0.11,0.52,6.5
1329,9.8,0.56,3.29,0.99616,91.0,17.0,0.083,2.1,0.26,0.6,7.4
1330,9.8,0.56,3.29,0.99616,91.0,17.0,0.083,2.1,0.26,0.6,7.4
1331,9.2,0.46,3.26,0.9966799999999999,67.0,31.0,0.107,3.8,0.26,0.87,7.8
1332,9.7,0.43,3.09,0.9958100000000001,25.0,6.0,0.075,1.7,0.1,0.39,8.4
1333,9.6,0.51,3.18,0.9976,48.0,12.0,0.079,2.2,0.22,0.775,9.1
1334,10.0,0.52,3.39,0.99608,11.0,4.0,0.166,2.0,0.0,0.835,7.2
1335,12.6,0.66,3.38,0.99387,40.0,19.0,0.069,2.4,0.02,0.58,6.6
1336,9.5,0.45,3.36,0.9944799999999999,26.0,15.0,0.057,1.4,0.0,0.5,6.0
1337,9.5,0.45,3.36,0.9944799999999999,26.0,15.0,0.057,1.4,0.0,0.5,6.0
1338,9.5,0.45,3.36,0.9944799999999999,26.0,15.0,0.057,1.4,0.0,0.5,6.0
1339,10.5,0.54,3.36,0.9953799999999999,31.0,13.0,0.084,1.7,0.02,0.51,7.5
1340,10.5,0.54,3.36,0.9953799999999999,31.0,13.0,0.084,1.7,0.02,0.51,7.5
1341,10.5,0.54,3.36,0.9953799999999999,31.0,13.0,0.084,1.7,0.02,0.51,7.5
1342,10.4,0.51,3.37,0.9958899999999999,31.0,17.0,0.085,1.7,0.02,0.54,7.6
1343,10.5,0.54,3.36,0.9953799999999999,31.0,13.0,0.084,1.7,0.02,0.51,7.5
1344,11.0,0.53,3.09,0.9985200000000001,20.0,8.0,0.077,2.6,0.48,0.42,11.5
1345,10.2,0.53,3.25,0.99613,28.0,10.0,0.063,2.3,0.24,0.44,8.2
1346,11.4,0.56,3.52,0.99472,13.0,5.0,0.055999999999999994,2.1,0.01,0.59,6.1
1347,9.5,0.39,3.34,0.99587,12.0,7.0,0.078,1.8,0.03,0.655,7.2
1348,9.5,0.39,3.34,0.99587,12.0,7.0,0.078,1.8,0.03,0.655,7.2
1349,10.8,0.52,3.41,0.99518,41.0,21.0,0.081,2.8,0.0,0.57,6.9
1350,10.0,0.57,3.34,0.99654,73.0,32.0,0.069,2.0,0.29,0.6,9.0
1351,11.8,0.51,3.32,0.9933200000000001,46.0,8.0,0.065,2.3,0.01,0.62,7.2
1352,10.3,0.46,3.37,0.9969,57.0,14.0,0.086,1.9,0.03,0.645,7.6
1353,10.3,0.46,3.37,0.9969,57.0,14.0,0.086,1.9,0.03,0.645,7.6
1354,10.0,0.52,3.35,0.9956799999999999,28.0,7.0,0.077,2.3,0.03,0.58,7.2
1355,10.1,0.44,3.36,0.99464,32.0,5.0,0.086,1.8,0.25,0.32,6.1
1356,10.1,0.44,3.36,0.99464,28.0,4.0,0.084,1.8,0.25,0.34,6.1
1357,11.1,0.59,3.6,0.9964799999999999,67.0,27.0,0.078,2.5,0.24,0.43,7.3
1358,9.5,0.5,3.28,0.99736,98.0,52.0,0.168,5.4,0.17,0.64,7.4
1359,10.0333333333333,0.65,3.07,0.9970399999999999,28.0,6.0,0.091,1.4,0.4,0.475,11.6
1360,10.9,0.56,3.24,0.9969899999999999,38.0,11.0,0.11199999999999999,2.3,0.31,0.54,9.2
1361,10.1,0.54,3.36,0.99724,54.0,13.0,0.09300000000000001,2.5,0.14,0.85,8.3
1362,10.0333333333333,0.65,3.07,0.9970399999999999,28.0,6.0,0.091,1.4,0.4,0.475,11.6
1363,9.8,0.48,3.29,0.9965200000000001,63.0,11.0,0.08,2.0,0.27,0.83,8.0
1364,11.8,0.53,3.46,0.995,31.0,10.0,0.096,1.9,0.02,0.605,7.2
1365,9.5,0.62,3.18,0.9971,42.0,10.0,0.115,2.2,0.09,0.5,7.8
1366,9.8,0.5,3.24,0.9957600000000001,45.0,10.0,0.094,1.7,0.08,0.74,7.3
1367,10.5,1.18,3.25,0.99725,105.0,9.0,0.08800000000000001,2.2,0.3,0.54,6.9
1368,9.8,0.5,3.27,0.99656,74.0,16.0,0.079,2.1,0.32,0.77,8.0
1369,10.4,0.37,3.33,0.9939600000000001,8.0,4.0,0.069,1.6,0.0,0.61,6.6
1370,9.2,1.17,3.0,0.99623,66.0,12.0,0.415,1.7,0.51,0.78,8.7
1371,11.6,1.03,3.21,0.9947600000000001,14.0,5.0,0.153,3.1,0.56,0.58,7.5
1372,9.2,1.17,3.0,0.99623,66.0,12.0,0.415,1.7,0.51,0.78,8.7
1373,9.3,0.45,3.24,0.99664,89.0,34.0,0.11,3.8,0.27,0.75,7.7
1374,9.8,0.51,3.32,0.99471,29.0,16.0,0.267,1.2,0.0,0.815,6.8
1375,9.9,0.52,3.26,0.9958600000000001,100.0,13.0,0.083,2.0,0.26,0.56,7.2
1376,10.0,0.46,3.11,0.9946,31.0,7.0,0.086,1.4,0.2,0.885,8.2
1377,12.2,0.62,3.71,0.9953,74.0,23.0,0.09,2.3,0.26,0.49,5.2
1378,9.9,0.51,3.29,0.9960899999999999,28.0,10.0,0.078,2.0,0.15,0.45,7.2
1379,10.8,0.62,3.36,0.9955700000000001,35.0,11.0,0.077,2.6,0.02,0.57,7.5
1380,10.8,0.62,3.36,0.9955700000000001,35.0,11.0,0.077,2.6,0.02,0.57,7.5
1381,9.6,0.45,3.38,0.99534,25.0,4.0,0.07400000000000001,1.8,0.09,0.83,6.8
1382,9.9,0.49,3.3,0.99613,105.0,25.0,0.08,2.1,0.22,0.6,8.0
1383,9.9,0.49,3.3,0.99613,105.0,25.0,0.08,2.1,0.22,0.6,8.0
1384,9.5,0.5,3.19,0.99593,84.0,20.0,0.107,1.8,0.15,0.755,7.1
1385,9.2,0.42,3.19,0.9966799999999999,85.0,34.0,0.076,3.4,0.25,0.81,8.0
1386,9.6,0.58,3.3,0.9961,23.0,8.0,0.1,1.8,0.07,0.64,7.4
1387,9.6,0.58,3.3,0.9961,23.0,8.0,0.1,1.8,0.07,0.64,7.4
1388,10.3,0.68,3.35,0.99718,49.0,7.0,0.083,6.1,0.31,0.64,6.6
1389,9.7,0.53,3.1,0.99524,111.0,36.0,0.08,2.2,0.02,0.48,6.7
1390,12.5,0.59,3.58,0.99292,33.0,15.0,0.068,2.3,0.0,0.49,6.0
1391,11.0,0.58,3.37,0.9961200000000001,33.0,5.0,0.094,2.4,0.22,0.64,8.0
1392,9.8,0.48,3.17,0.9942,12.0,5.0,0.07,1.3,0.06,0.62,7.1
1393,10.2,0.48,3.3,0.9961200000000001,59.0,19.0,0.078,2.0,0.25,0.52,8.0
1394,9.2,0.48,3.32,0.99669,73.0,27.0,0.07,3.9,0.14,0.57,6.4
1395,9.55,0.65,3.31,0.99745,12.0,3.0,0.092,1.6,0.1,0.685,8.6
1396,9.55,0.65,3.31,0.99745,11.0,4.0,0.09,1.6,0.1,0.675,8.7
1397,9.9,0.52,3.28,0.99584,104.0,17.0,0.08,2.0,0.26,0.59,7.3
1398,10.2,0.62,3.52,0.9966,28.0,13.0,0.083,2.2,0.12,0.6,7.0
1399,11.1,0.72,3.42,0.9956,24.0,10.0,0.068,2.2,0.0,0.67,7.2
1400,9.9,0.51,3.25,0.9962,141.0,33.0,0.08,2.1,0.21,0.69,7.9
1401,9.9,0.51,3.25,0.9962,141.0,33.0,0.08,2.1,0.21,0.69,7.9
1402,11.9,0.82,3.44,0.9963,24.0,6.0,0.052000000000000005,2.0,0.42,0.3,7.6
1403,10.0,1.1,3.23,0.996,13.0,3.0,0.061,1.7,0.33,0.33,7.2
1404,10.7,0.62,3.43,0.9985,46.0,12.0,0.08199999999999999,2.6,0.39,0.5,8.0
1405,11.3,0.9,3.28,0.9952,34.0,18.0,0.062,2.0,0.3,0.28,7.7
1406,10.9,0.94,3.22,0.9974,22.0,8.0,0.062,5.1,0.34,0.24,8.2
1407,10.7,0.93,3.54,0.995,54.0,40.0,0.064,2.1,0.0,0.51,6.0
1408,12.4,1.01,3.27,0.995,53.0,35.0,0.048,2.2,0.36,0.29,8.1
1409,10.7,0.93,3.54,0.995,54.0,40.0,0.064,2.1,0.0,0.51,6.0
1410,11.9,0.44,3.5,0.9936,16.0,5.0,0.08199999999999999,1.8,0.0,0.96,6.6
1411,10.6,0.73,3.56,0.9963,19.0,8.0,0.071,2.4,0.4,0.47,6.4
1412,10.9,0.94,3.22,0.9974,22.0,8.0,0.062,5.1,0.34,0.24,8.2
